Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
36389570,"Attack on Titan, Vol. 25 (Attack on Titan, #25)",Hajime Isayama,"Isayama, Hajime",,"=""1632366134""","=""9781632366139""",4,4.47,Kodansha Comics,Paperback,192,2018,2018,,2017/10/07,"author-male, fantasy, graphic-novels-and-manga, read-2018","author-male (#806), fantasy (#502), graphic-novels-and-manga (#98), read-2018 (#25)",read,"<b><u>Story</u></b><br/>This may be my favorite volume yet. There are a lot of interesting developments here and I found myself very excited by the end. I was really disappointed when I got to the end of the book only to realize there were no more chapters left for me to read and now I have to wait until next month to read the next chapter or (more likely) 4 months until I can read volume 26.<br/><br/>I'm just glad that I can get the chapters as they are published thanks to my Crunchyroll subscription.<br/><br/><b><u>Artwork</u></b><br/>This one had some action scenes in it and I thought they were finally well drawn. Action scenes always seemed to be the thing Mr. Isayama was the worst at drawing, but he's really improved a lot in that regard.",,,1,,,0,,,,,
19185944,Slan,A.E. van Vogt,"Vogt, A.E. van",,"=""""","=""9780982797075""",2,3.69,"Agency Editions, Inc.",Kindle Edition,272,2012,1940,2018/09/23,2018/08/23,"20xx-laser, author-male, read-2018, sword-and-laser, science-fiction","20xx-laser (#16), author-male (#900), read-2018 (#63), sword-and-laser (#68), science-fiction (#271)",read,"I'm forgoing my usual format because I don't have a lot to say on this book. I've long since known that most classic sci-fi just isn't for me, and sadly this one was no different. <br/><br/>I found this book had a few interesting ideas, but little else to hold my interest. I felt the characters were very thin and uninteresting and the plot seemed disjointed at times. Overall, just not really my type of story.",,,1,,,0,,,,,
40642333,The Bird King,G. Willow Wilson,"Wilson, G. Willow",,"=""080212903X""","=""9780802129031""",0,3.77,Grove Press,Hardcover,403,2019,2019,,2018/12/21,"to-read, author-female, fantasy","to-read (#21), author-female (#199), fantasy (#586)",to-read,,,,0,,,0,,,,,
38604056,Horus Rising (Horus Heresy #1),Dan Abnett,"Abnett, Dan",Toby Longworth,"=""""","=""""",0,4.19,Black Library,Audible Audio,,2017,2006,,2018/12/20,"to-read, author-male, audio-book, science-fiction","to-read (#418), author-male (#937), audio-book (#406), science-fiction (#269)",to-read,,,,0,,,0,,,,,
332631,"Y: The Last Man, Vol. 2: Cycles (Y: The Last Man, #2)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, José Marzán Jr.","=""1401200761""","=""9781401200763""",4,4.22,Vertigo,Paperback,128,2003,2003,2018/12/16,2018/12/10,"author-male, science-fiction, graphic-novels-and-manga, read-2018","author-male (#926), science-fiction (#260), graphic-novels-and-manga (#121), read-2018 (#98)",read,"<b><u>Story</u></b><br/>Things took a few turns in this volume that I didn't see coming. I was glad to get some explanation about some things, but overall I left with more questions than answers. I'm more invested in the series than I was after the first one.<br/><br/><b><u>Artwork</u></b><br/>The artwork continues to be solid. I still don't like it as much as Saga, but it's still up there.",,,1,,,0,,,,,
156534,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man, #1)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, José Marzán Jr., Jose Marzan, Goran Sudžuka","=""1563899809""","=""9781563899805""",4,4.08,Vertigo,Paperback,130,2003,2003,2018/12/16,2018/12/10,"author-male, graphic-novels-and-manga, science-fiction, read-2018","author-male (#925), graphic-novels-and-manga (#119), science-fiction (#259), read-2018 (#97)",read,"<b><u>Story</u></b><br/>I've been a big fan of Brian K. Vaughan since I first read Saga. I was aware of this title, but knew almost nothing about it. I had planned to check it out eventually, but since I'm caught up on Paper Girls and mostly caught up on Saga (I'm avoiding the last volume because they are on break and I hear it's a MONSTER cliffhanger).<br/><br/>So how does his older work compare to the current stuff? Pretty good so far. It's an interesting premise. So far it's less compelling than the other series I've read, but I'm definitely interested to see where things go, and hopefully find out what the hell happened.<br/><br/><b><u>Artwork</u></b><br/>I think the artwork is pretty good. It's not as good as Saga, but I probably like it better than Paper Girls. It's definitely pretty graphic at times, but that's not unusual for a story by Mr. Vaughan.",,,1,,,0,,,,,
37173003,"Ms. Marvel, Vol. 9: Teenage Wasteland",G. Willow Wilson,"Wilson, G. Willow",Nico Leon,"=""1302910787""","=""9781302910785""",4,4.15,Marvel,Paperback,136,2018,2018,2018/12/16,2018/10/07,"author-female, fantasy, graphic-novels-and-manga, read-2018","author-female (#195), fantasy (#576), graphic-novels-and-manga (#111), read-2018 (#96)",read,"<b><u>Story</u></b><br/>I started this one incredibly confused. Where was Ms. Marvel? Eventually I found out, but I can't recall if I was forgetting something important from the last volume or what. I'm still not really sure. I didn't read it that long ago, but I found the start of this pretty jarring.<br/><br/>Once I got my bearings, this was another enjoyable volume. It's a little bittersweet for me since it was announced this week that Ms. Wilson will be leaving the series next year. That means I don't have much longer with her as the writer. <br/><br/>This is the only superhero comic I read, in particular since I really enjoyed her novel, and I'm going to be sad to see her run come to an end.<br/><br/><b><u>Artwork</u></b><br/>I've lost track of the artists at this point. I have no idea if this the same one as last volume or another new one. I think the art has been solid no matter who they've gotten to do it though, and this one is no different.",,,1,,,0,,,,,
156533,"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, José Marzán Jr.","=""1401204872""","=""9781401204877""",0,4.27,Vertigo,Paperback,192,2005,2005,,2018/12/10,"to-read, author-male, graphic-novels-and-manga, science-fiction, next-in-series","to-read (#411), author-male (#928), graphic-novels-and-manga (#122), science-fiction (#262), next-in-series (#43)",to-read,,,,0,,,0,,,,,
2202230,"Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Claudia [Übers.] Fliege, José Marzán Jr.","=""140121813X""","=""9781401218133""",0,4.33,Vertigo,Paperback,168,2008,2008,,2018/12/10,"to-read, author-male, graphic-novels-and-manga, science-fiction","to-read (#416), author-male (#933), graphic-novels-and-manga (#127), science-fiction (#267)",to-read,,,,0,,,0,,,,,
156532,"Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, #9)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Goran Sudžuka, José Marzán Jr.","=""1401213510""","=""9781401213510""",0,4.27,Vertigo,Paperback,144,2007,2007,,2018/12/10,"to-read, author-male, graphic-novels-and-manga, science-fiction","to-read (#415), author-male (#932), graphic-novels-and-manga (#126), science-fiction (#266)",to-read,,,,0,,,0,,,,,
79422,"Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Goran Sudžuka, José Marzán Jr.","=""1401210104""","=""9781401210106""",0,4.21,Vertigo,Paperback,144,2006,2006,,2018/12/10,"to-read, author-male, graphic-novels-and-manga, science-fiction","to-read (#414), author-male (#931), graphic-novels-and-manga (#125), science-fiction (#265)",to-read,,,,0,,,0,,,,,
79426,"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Goran Sudžuka, José Marzán Jr.","=""1401210090""","=""9781401210090""",0,4.23,Vertigo,Paperback,144,2006,2006,,2018/12/10,"to-read, author-male, graphic-novels-and-manga, science-fiction","to-read (#413), author-male (#930), graphic-novels-and-manga (#124), science-fiction (#264)",to-read,,,,0,,,0,,,,,
156529,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Goran Sudžuka, José Marzán Jr.","=""1401205011""","=""9781401205010""",0,4.20,Vertigo,Paperback,128,2005,2005,,2018/12/10,"to-read, author-male, graphic-novels-and-manga, science-fiction","to-read (#412), author-male (#929), graphic-novels-and-manga (#123), science-fiction (#263)",to-read,,,,0,,,0,,,,,
28811019,"Blood of Empire (Gods of Blood and Powder, #3)",Brian  McClellan,"McClellan, Brian",,"=""""","=""""",0,4.46,Orbit,,592,2019,2019,,2018/12/04,"to-read, author-male, fantasy, flintlock-fantasy, next-in-series","to-read (#410), author-male (#923), fantasy (#582), flintlock-fantasy (#22), next-in-series (#42)",to-read,,,,0,,,0,,,,,
35989512,"Paper Girls, Vol. 4",Brian K. Vaughan,"Vaughan, Brian K.","Cliff Chiang, Matt Wilson, Jared K. Fletcher","=""1534305106""","=""9781534305106""",4,4.17,Image Comics,Paperback,128,2018,2018,2018/12/02,2018/12/02,"author-male, graphic-novels-and-manga, read-2018, science-fiction","author-male (#918), graphic-novels-and-manga (#113), read-2018 (#90), science-fiction (#253)",read,"<b><u>Story</u></b><br/>Once again this volumes provides a bunch of answers only to immediately create even more questions to take their place.<br/><br/>And now that I'm caught up with the trade paperbacks, I'll have to wait to find out what comes next. I'll definitely be picking up the next volume of this just as soon as I can borrow it from the library.<br/><br/><b><u>Artwork</u></b><br/>Once again, the artwork is good, but the blue color tones overtake everything. I think after four volumes I'm starting to get used to it though.",,,1,,,0,,,,,
34504722,"Paper Girls, Vol. 3",Brian K. Vaughan,"Vaughan, Brian K.","Cliff Chiang, Matt Wilson, Jared K. Fletcher","=""1534302239""","=""9781534302235""",4,4.08,Image Comics,Paperback,128,2017,2017,2018/12/02,2018/12/02,"author-male, graphic-novels-and-manga, read-2018, science-fiction","author-male (#921), graphic-novels-and-manga (#116), read-2018 (#93), science-fiction (#256)",read,"<b><u>Story</u></b><br/>I'm not sure how I hadn't heard of this series until recently, because it's really good. I might even like it more than Saga, as blasphemous as that sounds.<br/><br/>Really though, it just means I really enjoy Brian K. Vaughn's work a lot. I'm really curious to see where things go from here. I like the way he's handling the time travel so far. I have no idea who to trust beyond the paper girls themselves.<br/><br/><b><u>Artwork</u></b><br/>Once again, I enjoy the artwork, but the colors continue to stand out. It's all just so dark blue. It's kind of a muted effect over everything. It's still enjoyable, but I find it a bit distracting.",,,1,,,0,,,,,
31338724,"Paper Girls, Vol. 2",Brian K. Vaughan,"Vaughan, Brian K.","Cliff Chiang, Matt Wilson, Jared K. Fletcher","=""1632158957""","=""9781632158956""",4,4.15,Image Comics,Paperback,128,2016,2016,2018/12/02,2018/12/02,"author-male, graphic-novels-and-manga, read-2018, science-fiction","author-male (#920), graphic-novels-and-manga (#115), read-2018 (#92), science-fiction (#255)",read,"<b><u>Story</u></b><br/>Another solid entry in this series. Some of my questions were answered, and then immediately replaced by numerous others.<br/><br/>I really like the characters so far, and the story has me hooked. I can't wait to find out what happens next. Thankfully I have the next two volumes ready to go.<br/><br/><b><u>Artwork</u></b><br/>I like the artwork, but the colors are still a bit ""off"". I'm sure it's intentional, but I think I'd prefer more vibrant colors. The colors are all on the darker side.",,,1,,,0,,,,,
28204534,"Paper Girls, Vol. 1",Brian K. Vaughan,"Vaughan, Brian K.","Cliff Chiang, Matthew Wilson, Jared K. Fletcher","=""1632156741""","=""9781632156747""",4,3.87,Image Comics,Paperback,144,2016,2016,2018/12/02,2018/12/02,"author-male, graphic-novels-and-manga, read-2018, science-fiction","author-male (#919), graphic-novels-and-manga (#114), read-2018 (#91), science-fiction (#254)",read,"<b><u>Story</u></b><br/>At first this had a bit of a Stranger Things vibe. A group of 4 preteens riding around on bikes in the eighties. However once the story got going, the similarities ended there.<br/><br/>So far the premise has been pretty good. I'm really curious what is going on and why. I'm glad I can jump right into the second volume, because I have a TON of questions.<br/><br/><b><u>Artwork</u></b><br/>I think the artwork on this is pretty good. It's not as good as Saga, but still pretty well done. The colors are a bit confusing at times. Everything has a sort of blue or pink overtone to it. It's good, but different from most comics I've read.",,,1,,,0,,,,,
77694,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark",Alfred Kazin,"=""0553210793""","=""9780553210798""",3,3.82,Bantam,Mass Market Paperback,292,2003,1884,,2012/07/06,"read-before-goodreads, author-male","read-before-goodreads (#65), author-male (#50)",read,,,,1,,,0,,,,,
35269854,The Singularity Trap,Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",4,4.06,Audible Studios,Audible Audio,12,2018,2018,2018/11/19,2018/05/22,"audio-book, author-male, science-fiction, 20xx-laser, own, read-2018","audio-book (#364), author-male (#876), science-fiction (#240), 20xx-laser (#22), own (#674), read-2018 (#86)",read,"<b>Executive Summary:</b> A slow start, but a strong finish. Not as fun as his Bobiverse books, but still pretty enjoyable. 3.5 Stars.<br/><br/><b>Audiobook:</b> Ray Porter once again does a good job. Even though this isn't a Bobiverse book, it feels as though it could be, and that may partially be due to the same narrator returning. He does a few accents and generally is just the type of narrator that adds to the book. <br/><br/><b><u>Full Review</u></b><br/>There were some similar themes and ideas in this book. Our protagonist is a Software Engineer for one thing. I feel like it could almost be a prequel for his Bobiverse books. However this book is really it's own thing. <br/><br/>I wasn't sucked in right away like his last books. I think it's because it really took awhile for things to get setup. Once the main plot finally got going (much later in the book than I'd have liked) it became a lot more enjoyable.<br/><br/>It's not as funny as his other book, but there is a sort of lightness to the book despite the high stakes of the plot that makes this one of those palate cleanser books when you need something after a particularly hard or heavy story.<br/><br/>So far I've enjoyed all of Mr. Taylor's books, and despite him not writing another Bob book, he's shown to me that he's likely going to be an author whose books I'll continue to enjoy.",,,1,,,1,2018/11/12,Audible,Like new,,
41683688,"Attack on Titan, Vol. 27  (Attack on Titan, #27)",Hajime Isayama,"Isayama, Hajime",,"=""1632367173""","=""9781632367174""",3,4.14,Kodansha Comics,Paperback,200,2019,2018,2018/11/11,2018/07/17,"author-male, fantasy, graphic-novels-and-manga, read-2018","author-male (#892), fantasy (#567), graphic-novels-and-manga (#108), read-2018 (#85)",read,"<b><u>Story</u></b><br/>I feel like the story is starting to drag. Originally I picked up the manga because I had no idea if there would be a season 2 of the show and I really wanted to know what would happen next. It took a lot longer to get some of those answers and now that I have most of them, I'm looking for things to wrap up.<br/><br/>Except they don't really seem to be. I feel like very little happened in this volume. I still enjoyed it, but not as much as the last few.<br/><br/><b><u>Artwork</u></b><br/>I struggled with the artwork. It's probably largely due to the time jump, but I had issues telling characters apart. It took me several panels to realize who someone was or realize I thought they were someone they weren't.<br/><br/>The quality of artwork is far and away better than the early part of the series, but I feel like the characters could be a bit more distinct.",,,1,,,0,,,,,
37534885,The Queen of Crows,Myke Cole,"Cole, Myke",,"=""0765395975""","=""9780765395979""",4,4.09,Tor.com,Hardcover,256,2018,2018,2018/11/11,2018/10/11,"author-male, dark-fantasy, fantasy, 20xx-sword, own, read-2018","author-male (#905), dark-fantasy (#53), fantasy (#577), 20xx-sword (#42), own (#667), read-2018 (#75)",read,"<b>Executive Summary:</b> This book finished a lot stronger than it started for me, but I struggled to finish it quickly despite its short length. 3.5 stars.<br/><br/><b><u>Full Review</u></b><br/>I really like Myke Cole. I've liked him ever since he did <a href=""http://swordandlaser.com/home/2013/11/19/sl-podcast-151-myke-cole-will-kick-your-ass-for-free"">an interview<a/> with <a href=""https://www.goodreads.com/group/show/4170.The_Sword_and_Laser"">Sword & Laser</a> in 2013. I follow him on twitter. I really want to support his work.<br/><br/>I've actually listened to 4 of his books and thought most were just ok. When this series was announced I thought it'd be more of my liking, because it's more traditional fantasy and not the modern military fantasy of his previous work.<br/><br/>I still find myself struggling with these books at times. Both have finished much stronger than they start. Both are really well written. I'd say the easily the best books his written to date in terms of the quality of his prose, etc.<br/><br/>I used to read a lot of dark fantasy, but these days the appeal of that has dwindled to almost nothing. The world is dark enough most days, I'm not sure I need to spend my free time reading about horrible things happening to fictitious characters.<br/><br/>I like Heloise. I like the concept of the powered armor, and magic that summons demons if used too much/incorrectly. I don't like all the horrible people being horrible to each other almost nonstop. There are moments where you can catch your breath a little, but they are short lived.<br/><br/>Despite its short length, this book took me a month to read. There were days when I could read, and simply chose not to. Things really picked towards the end however and I finished the end in only a few days.<br/><br/>I like the direction this book took things, and I'm curious to see where it goes from here, but I may wait until I'm in the right mood to pick it up rather than getting it on release day.",,,1,,,1,2018/10/13,Amazon,Like new,,
25147935,"Foxglove Summer (Peter Grant, #5)",Ben Aaronovitch,"Aaronovitch, Ben",Kobna Holdbrook-Smith,"=""0756410304""","=""9780756410308""",4,4.20,Penguin Audio,Audiobook,11,2015,2014,2018/11/05,2018/03/20,"audio-book, author-male, fantasy, urban-fantasy, 20xx-sword, own, read-2018","audio-book (#347), author-male (#854), fantasy (#538), urban-fantasy (#83), 20xx-sword (#44), own (#673), read-2018 (#82)",read,"<b>Executive Summary:</b> I feel like I'm starting to lose a bit of steam with this series. I enjoyed it, but not as much as some of the previous book. 3.5 Stars<br/><br/><b>Audiobook:</b> Kobna Holdbrook-Smith is fantastic. Again. Full Stop. Do this in audio. That is all.<br/><br/><b><u>Full Review</u></b><br/>After the end of the previous book I was really looking forward to this one. Unfortunately Mr. Aaronovitch decided to mostly ignore everything he set up in that book and tell a mostly stand alone story set in the same world.<br/><br/>I listened to most of this book in one sitting during a 7 hour car ride, and it took me many miles to warm up to it. I think if I had other things going on, I'd have been a lot more distracted.<br/><br/>Like previous books it got a lot better as it went on, but I feel like things were dragging out too much. It's starting to feel like the series has no real overall plot and is just going to be as many wizard detective stories as he can crank out before fans get tired of it.<br/><br/>Maybe I'm being a bit overly critical. It's not as if I didn't like the book overall, but I tend to struggle with Urban Fantasy in general and I think all the things that made this series stand out were mostly missing from this entry. If this was book 1 and not book 5, I'd probably not have continued on with the series.<br/><br/>As it stands, I'll probably hold off on picking up the next volume for awhile until I need another light read.",,,1,,,1,2018/11/01,Audible,Like new,,
41581357,"The Fated Sky (Lady Astronaut, #2)",Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""""","=""""",4,4.35,Audible Studios,Audible Audio,10,2018,2018,2018/11/01,2018/10/27,"author-female, audio-book, science-fiction, 20xx-laser, read-2018","author-female (#196), audio-book (#392), science-fiction (#251), 20xx-laser (#20), read-2018 (#81)",read,"<b>Executive Summary:</b> I liked this book more than [b:The Calculating Stars|33080122|The Calculating Stars (Lady Astronaut, #1)|Mary Robinette Kowal|https://images.gr-assets.com/books/1539850192s/33080122.jpg|53735352] in some ways, and less in others. <br/><br/><b>Audiobook:</b> Ms. Kowal once again does a great job narrating her own book. She does all the little things that adds that element that makes doing the audio worth it.<br/><br/><b><u>Full Review</u></b><br/>I liked [b:The Calculating Stars|33080122|The Calculating Stars (Lady Astronaut, #1)|Mary Robinette Kowal|https://images.gr-assets.com/books/1539850192s/33080122.jpg|53735352] so much that I bought this book even before I had finished listening to that one.<br/><br/>This one gets more in the fiction part of the sci-fi and feels much less like historical fiction than its predecessor. It's for that reason that I enjoyed the space elements a bit more.<br/><br/>It also ramps up the social commentary a little and to me that felt forced at times compared to the last book. In particular the opening scene felt a bit over the top. Then again that is maybe the action being over the top rather than the social issues aspect. <br/><br/>The first book felt a lot more ""slice of life"" amid a global crisis (with cool science). This book felt a little more ""let's add some good action sequences for the inevitable movie adaptation"" (with cool science).<br/><br/>Without getting into spoiler territory I will say this is simply more of what we got in [b:The Calculating Stars|33080122|The Calculating Stars (Lady Astronaut, #1)|Mary Robinette Kowal|https://images.gr-assets.com/books/1539850192s/33080122.jpg|53735352] with higher stakes. I don't mean that in a bad way. I really liked that book and was happy to get more. <br/><br/>Overall, it was still a very enjoyable sequel and I'm already looking forward to the next one.",,,1,,,1,2018/10/29,Audible,Like new,,
42745979,Gallium,Tom Merritt,"Merritt, Tom",Veronica Belmont,"=""""","=""""",0,3.65,Tom Merritt,Audiobook,5,2018,,,2018/11/10,"to-read, author-male, audio-book, science-fiction","to-read (#406), author-male (#910), audio-book (#394), science-fiction (#252)",to-read,,,,0,,,0,,,,,
35501180,"Sufficiently Advanced Magic (Arcane Ascension, #1)",Andrew Rowe,"Rowe, Andrew",Nick Podehl,"=""""","=""""",4,4.18,Podium Publishing,Audible Audio,22,2017,2017,2018/10/26,2018/05/07,"author-male, fantasy, 20xx-sword, audio-book, own, read-2018","author-male (#871), fantasy (#552), 20xx-sword (#43), audio-book (#388), own (#669), read-2018 (#77)",read,"<b>Executive Summary:</b> I'm a sucker for the magic school trope, and this version seemed to hit everything just right for me. I only have a few minor complaints or this might have been a 5 star read. 4.5 stars.<br/><br/><b>Audiobook:</b> Nick Podehl is great as always. He does a variety of voices that really makes this a must listen. The second book is out in ebook, but not audio yet. I'll be waiting for the audio even though I really wanted to continue right into the second book.<br/><br/><b><u>Full Review</u></b><br/>You'd think there would be no way to write the magic school trope without it feeling like a rehash of the countless other books/series that have done it before, but somehow I keep finding and enjoying new variations on the idea.<br/><br/>Mr. Rowe's take is no different. In particular I really enjoyed the magic system he created to server as the foundation of his school. Learning magic is part escape room, part D&D (or well I guess maybe all D&D).<br/><br/>There is also a good mystery element to this book that drives the main plot beyond our protagonist attending magic school and learning how to harness his newfound magic powers. The school wasn't the focus here so much as the setting. There looks to be a lot of interesting aspects to the world beyond its walls.<br/><br/>I thought the characters were all pretty good. Their is a decent variety of both male and female characters and all of them get their chance to shine, not just the protagonist. I appreciate a lot of the quirks/social anxiety of Corin. I'm not as bad as he is, but I can understand where he's coming from.<br/><br/>I'm terrible at names, so I can't remember anyone else whose name isn't included in the blurb. Corin's friends are made up of a summoner, and elementalist (I think?), a guardian and someone who refuses to divulge their attunement, but runs around with guns. I thought they all had something interesting to add to the story beyond being just a means of flushing out the magic system.<br/><br/>My only real complaint is the writing is a bit clunky at times. I'm not someone who thinks too much about the prose of books I read, so long as I'm being entertained. This book was very entertaining, but there were a few times when the dialogue or repetition of words pulled me out of the story, albeit very briefly. <br/><br/>Overall I found this book a lot of fun and plan to continue just as soon as the second book comes out in audio. As this is indie published, that's always a crap shoot. It does appear the author got word it was being recorded earlier this month, so hopefully that means it will be out sometime soon. I'll be eagerly awaiting its release.",,,1,,,1,2018/08/07,Audible,Like new,,
34849019,"Ms. Marvel, Vol. 8: Mecca",G. Willow Wilson,"Wilson, G. Willow","Marco Failla, Diego Olortegui","=""1302906089""","=""9781302906085""",4,4.18,Marvel,Paperback,144,2017,2017,2018/10/28,2017/08/05,"fantasy, graphic-novels-and-manga, author-female, read-2018","fantasy (#491), graphic-novels-and-manga (#92), author-female (#157), read-2018 (#79)",read,"<b><u>Story</u></b><br/>This volume is made up of 2 stories. The first is made up of 3 issues, and was the better of the two. It deals with a lot issues that are very close to home with hate, fear and discrimination. It was hard to read at times, and I was wondering just how dark the series was going to go. I don't want to spoil anything, but I will say I thought it was well done.<br/><br/>The second story felt like more of a transition. It brought back a character from earlier in the series whose details were a bit hazy to me. It's been a bit of a stretch since I read the last few volumes of this. Thankfully there was enough of a reminder built in without rehashing plot that I think  I'm mostly good.<br/><br/>The story of these two issues was kind of bland, but the ending set up for some hopefully interesting issues ahead.<br/><br/>I'd give the first story a 4 and the second a 3, so overall I'm giving this volume a 3.5.<br/><br/><b><u>Artwork</u></b><br/>Apparently there are 2 different artists. One for each arch. I honestly didn't really notice the difference. I'm not sure what happened with the original artist. I don't recall if he drew the last volume or what but the artwork throughout was solid.<br/>",,,1,,,0,,,,,
42077370,"The Consuming Fire (The Interdependency, #2)",John Scalzi,"Scalzi, John",Wil Wheaton,"=""""","=""""",4,4.23,Audible Studios,Audible Audio,8,2018,2018,2018/10/18,2018/04/23,"author-male, science-fiction, 20xx-laser, audio-book, own, read-2018","author-male (#861), science-fiction (#238), 20xx-laser (#17), audio-book (#387), own (#668), read-2018 (#76)",read,"<b>Executive Summary:</b> Another fun book by Mr. Scalzi, although I wish it had been a bit longer.<br/><br/><b>Audiobook:</b> Once again, John Scalzi and Wil Wheaton make a perfect fit. John Scalzi books are always full of snark, and Wil Wheaton is great at delivering it. He also does a few voices along the way that makes this a definite audio choice for me.<br/><br/><b><u>Full Review</u></b><br/>I found the start of this book a little slow. I'm bad at names, so maybe I missed the significance later in the book, but I don't really get the point of the prologue. Once the story got back to the main characters of the first book however, I found it really enjoyable.<br/><br/>This series is the kind of character-driven space opera that I enjoy the most. There is just enough science there to make things interesting, but really it's all about the people and politics from a scientific crisis than about the science behind it.<br/><br/>Kiva continues to be my favorite character that Mr. Scalzi has written to date. Her chapters were again the ones I enjoyed the most in this book. She's still not a person that I'd probably get along with, but one I certainly find entertaining to read about.<br/><br/>I think Cardenia is now a close second. She's really coming into her own in this book. I really look forward to seeing where things go next. I don't want to get into specifics but people will continue to underestimate her at their own peril.<br/><br/>I liked Marce a lot more in this book than the previous one. His storyline was not at all what I was expecting and led to some very interesting developments that I wish were explored more in this book.<br/><br/>I always enjoy John Scalzi books, and this series so far has been one of my favorites. I am a bit concerned at how short this book was and how much their seems to be to wrap this series up in only one more book. He really expanded the plot a lot in this book. While this set things up nicely for the next book, I have concerns there will be a lot of loose ends to tie up.<br/><br/>Overall, another fun book in this series, and I'm eagerly looking forward to the next one.",,,1,,,1,2018/10/16,Audible,Like new,,
38322550,"The Last Emperox (The Interdependency, #3)",John Scalzi,"Scalzi, John",Wil Wheaton,"=""""","=""""",0,4.35,Audible Studios,Audible Audio,9,2020,2020,,2018/04/23,"to-read, author-male, audio-book, science-fiction, next-in-series","to-read (#393), author-male (#862), audio-book (#354), science-fiction (#239), next-in-series (#41)",to-read,,,,0,,,0,,,,,
25142937,Lovecraft Country,Matt Ruff,"Ruff, Matt",,"=""0062292064""","=""9780062292063""",4,4.05,Harper,Hardcover,372,2016,2016,2018/10/15,2018/09/27,"20xx-sword, author-male, fantasy, read-2018, sword-and-laser","20xx-sword (#40), author-male (#902), fantasy (#573), read-2018 (#72), sword-and-laser (#69)",read,"<b>Executive Summary:</b> I'm not really a big fan of horror, but I enjoyed this book. It's the type of horror I do tend to enjoy. The blend of historic fiction and the supernatural really worked for me.<br/><br/><b><u>Full Review</u></b><br/>A lot of the early comments I saw about this book said how the characters in this book and the observations on life under Jim Crow were the best part, but the supernatural elements were a detriment to the book.<br/><br/>While I can agree to the first point, I disagree about the second. It just goes to show not every book works for everyone in the same ways. This book reminds me a bit of Get Out, in that the real horror doesn't come from the supernatural elements, but the awful way that people treat each other.<br/><br/>I thought all the characters were fantastic. I'm hard pressed to decide who I liked the best. The female characters were the most enjoyable. I think I liked Hippolyta the best. I enjoyed her parts of the story a lot. <br/><br/>However I thought the two sisters Letitia and Ruby also had great parts. And on the male side I liked Hippolyta's husband George and their son Horace a lot as well.<br/><br/>But I also really liked the world building. I've always been a fan of the secret history trope. Secret societies with magical power and influence over everything is not exactly new, but it takes on an even more sinister aspect in this book.<br/><br/>I should mention the story kind of jumps all over the place at times. There are a lot of sub plots going on, but they all tie-back in to each other by the end, and I actually liked the format of this.<br/><br/>Overall, I thought this was a really good book and I'm glad I picked it up. I liked it a lot better than I expected, especially after seeing so many neutral to negative reactions to the book from most of the early reactions I saw to our book club read for this.<br/><br/>I suspect this book won't be for everyone, but if you liked Get Out, this seems like a story in a similar vein. I'm looking forward to checking out the TV adaptation, especially since Jordan Peele is attached to the project.",,,1,,,0,,,,,
41940477,Vigilance,Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""1250209439""","=""9781250209436""",0,3.76,Tor.com,ebook,208,2019,2019,,2018/10/11,"to-read, author-male","to-read (#405), author-male (#904)",to-read,,,,0,,,0,,,,,
